Rule ID,Source Sheet,Source Cell,Business Label Context,Workbook Formula,Cached Value,Implementation Status
WB_ESTIMATE_X29,Estimate,X29,Custom Applications: | No Config,"IF(AND($D$31=0,$E$31<>""No Config""),1,0)",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATE_Y29,Estimate,Y29,Custom Applications: | No Config,"IF(AND($F$31=0,$G$31<>""No Config""),1,0)",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATE_Z29,Estimate,Z29,Custom Applications: | No Config,"IF(AND($H$31=0,$I$31<>""No Config""),1,0)",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATE_AA29,Estimate,AA29,Custom Applications: | No Config,"IF(AND($J$31=0,$K$31<>""No Config""),1,0)",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATE_AB29,Estimate,AB29,Custom Applications: | No Config,"IF(AND($B$32=0,$C$32<>""No Config""),1,0)",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATE_AC29,Estimate,AC29,Custom Applications: | No Config,"IF(AND($D$32=0,$E$32<>""No Config""),1,0)",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATE_AD29,Estimate,AD29,Custom Applications: | No Config,"IF(AND($F32=0,$G$32<>""No Config""),1,0)",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATE_AE29,Estimate,AE29,Custom Applications: | No Config,"IF(AND($H$32=0,$I$32<>""No Config""),1,0)",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATE_AF29,Estimate,AF29,Custom Applications: | No Config,"IF(AND($J$32=0,$K$32<>""No Config""),1,0)",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATE_AG29,Estimate,AG29,Custom Applications: | No Config,SUM(M29:AF29),0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATE_K33,Estimate,K33,,"COUNTIF(C29:C32,""Simple"")+COUNTIF(E29:E32,""Simple"")+COUNTIF(G29:G32,""Simple"")+COUNTIF(I29:I32,""Simple"")+COUNTIF(K29:K32,""Simple"")",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATE_K34,Estimate,K34,,"COUNTIF(C29:C32,""Moderate"")+COUNTIF(E29:E32,""Moderate"")+COUNTIF(G29:G32,""Moderate"")+COUNTIF(I29:I32,""Moderate"")+COUNTIF(K29:K32,""Moderate"")",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATE_K35,Estimate,K35,,"COUNTIF(C29:C32,""Complex"")+COUNTIF(E29:E32,""Complex"")+COUNTIF(G29:G32,""Complex"")+COUNTIF(I29:I32,""Complex"")+COUNTIF(K29:K32,""Complex"")",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATE_E36,Estimate,E36,Labels Required: | Yes,"IF(AND(B36=""No"",D36>0),""Label Count Greater Than Zero With No Label Selected"","" "")", ,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATE_K36,Estimate,K36,Labels Required: | Yes,"COUNTIF(C29:C32,""Very Complex"")+COUNTIF(E29:E32,""Very Complex"")+COUNTIF(G29:G32,""Very Complex"")+COUNTIF(I29:I32,""Very Complex"")+COUNTIF(K29:K32,""Very Complex"")",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATE_L36,Estimate,L36,Labels Required: | Yes,SUM(K33:K36),0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATE_E37,Estimate,E37,Conveyor / scale interface Required: | No,"IF(AND(B37=""No"",D37>0),""IOT Interface Count Greater Than Zero With No IOT Interface Selected"",IF(AND(B37=""Yes"",D37=0),""Conveyor Scale Interface = YES and Interface Count = 0"","" ""))", ,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATE_E38,Estimate,E38,ERP Integration Required: | No,"IF(AND(B38=""No"",D38>0),""ERP Integration Count Greater Than Zero With No ERP Integration Selected"","" "")", ,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATE_E39,Estimate,E39,Data Rep Session Required: | No,"_xlfn.IFS(AND(B39=""No"",D39>0),""Data Rep Session not selected"",AND(B39=""Yes"",D39=0),""Data Rep Session Selected with No Data Rep Count"",D39>20,""Data Rep Session must be between 1 and 20"",TRUE,"" "")", ,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATE_F42,Estimate,F42,Number Of Users: | 1 to 50,"IF(AND(B37=""No"",D37>0),""No Conveyor/Scale and Count > Zero"",IF(D37>10,""Count Must Be 1 to 10"","" ""))", ,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATE_E43,Estimate,E43,Number Of Go Live Sites: | None,"IF(AND((SUM(L26,L36))>0,D43=""None""),""No Go Live Defined"","""")",,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATE_E44,Estimate,E44,Number Of Sites For UAT:,"IF(AND(E8>0,D44<>0.5),""Test Effort Should Be 50% for Upgrades"","""")",,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATE_B59,Estimate,B59,Estimate  | 0.01 Months,Calculations!E79,2,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATE_C59,Estimate,C59,Estimate  | 0.01 Months,B59*H8,500,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATE_D59,Estimate,D59,Estimate  | 0.01 Months,"CONCATENATE(ROUND(((B59/160)*0.75),2),"" Months"")",0.01 Months,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATE_B60,Estimate,B60,Range Low,"ROUND(B59-(B59*D54),0)",2,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATE_C60,Estimate,C60,Range Low,C59-(C59*D54),500,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATE_B61,Estimate,B61,Range High,"ROUND((B59*(1+F54)),0)",2,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATE_C61,Estimate,C61,Range High,C59*(1+F54),575,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATE_F62,Estimate,F62,,"IF(B7=""Net_New"",IF(C59>J11,""Services > ACV"","" ""),"""")",,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_B4,EstimateDetail,B4,,Estimate!E7,0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_C4,EstimateDetail,C4,,"IF(Estimate!E8>0,(VLOOKUP(Estimate!E7,Data!B57:C65,2,FALSE)*(Estimate!E8+IF(Estimate!E9 = ""Yes"",(Estimate!E8*1.5),0))),0)",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_E4,EstimateDetail,E4,,"IF(UpgradeDefinition[[#This Row],[Base Hours]]+UpgradeDefinition[[#This Row],[Mod Hours]]>0,8+UpgradeDefinition[[#This Row],[Base Hours]]+UpgradeDefinition[[#This Row],[Mod Hours]],0)",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_F4,EstimateDetail,F4,,"IF(UpgradeDefinition[[#This Row],[Dev Subtotal]]*$E$1=0,0,IF(UpgradeDefinition[[#This Row],[Dev Subtotal]]*$E$1<1,1,ROUND(UpgradeDefinition[[#This Row],[Dev Subtotal]]*$E$1,0)))",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_H4,EstimateDetail,H4,,"SUM(UpgradeDefinition[[#This Row],[Dev Subtotal]:[Unit Testing Hours]])",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_I4,EstimateDetail,I4,,"IF(AND((C4-1.5)<=0,D4>0),""  No Mod Mod Hours For BASELINE or No Config Apps"","" "")", ,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_B5,EstimateDetail,B5,Upgrade App Count - 0,"_xlfn.CONCAT(""Upgrade App Count - "",Estimate!E8)",Upgrade App Count - 0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_C5,EstimateDetail,C5,Upgrade App Count - 0,SUM(UpgradeDefinition[Base Hours]),0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_D5,EstimateDetail,D5,Upgrade App Count - 0,SUM(UpgradeDefinition[Mod Hours]),0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_E5,EstimateDetail,E5,Upgrade App Count - 0,SUM(UpgradeDefinition[Dev Subtotal]),0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_F5,EstimateDetail,F5,Upgrade App Count - 0,SUM(UpgradeDefinition[Unit Testing Hours]),0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_H5,EstimateDetail,H5,Upgrade App Count - 0,SUM(UpgradeDefinition[Total]),0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_A8,EstimateDetail,A8,Cycle Count Directed,A4+1,2,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_B8,EstimateDetail,B8,Cycle Count Directed,TRIM(Estimate!B17),Cycle Count Directed,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_C8,EstimateDetail,C8,Cycle Count Directed,"IF(Estimate!C17<>""NoConfig"",VLOOKUP(Estimate!C17,Data!$B$92:$C$95,2,FALSE),0)",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_E8,EstimateDetail,E8,Cycle Count Directed,"SUM(BaselineApplications[[#This Row],[Base Hours]:[Mod Hours]])",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_F8,EstimateDetail,F8,Cycle Count Directed,"IF(BaselineApplications[[#This Row],[Dev Subtotal]]*$E$1=0,0,IF(BaselineApplications[[#This Row],[Dev Subtotal]]*$E$1<1,1,ROUND(BaselineApplications[[#This Row],[Dev Subtotal]]*$E$1,0)))",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_H8,EstimateDetail,H8,Cycle Count Directed,"SUM(BaselineApplications[[#This Row],[Dev Subtotal]:[Unit Testing]])",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_I8,EstimateDetail,I8,Cycle Count Directed,"IF(AND((C8-4.5)<=0,D8>0),""  No Mod Mod Hours For BASELINE or No Config Apps"","" "")", ,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_A9,EstimateDetail,A9,Cycle Count - Non Directed Inventory Transfer,A8+1,3,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_B9,EstimateDetail,B9,Cycle Count - Non Directed Inventory Transfer,TRIM(Estimate!D17),Cycle Count - Non Directed Inventory Transfer,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_C9,EstimateDetail,C9,Cycle Count - Non Directed Inventory Transfer,"IF(Estimate!E17<>""NoConfig"",VLOOKUP(Estimate!E17,Data!$B$92:$C$95,2,FALSE),0)",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_E9,EstimateDetail,E9,Cycle Count - Non Directed Inventory Transfer,"SUM(BaselineApplications[[#This Row],[Base Hours]:[Mod Hours]])",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_F9,EstimateDetail,F9,Cycle Count - Non Directed Inventory Transfer,"IF(BaselineApplications[[#This Row],[Dev Subtotal]]*$E$1=0,0,IF(BaselineApplications[[#This Row],[Dev Subtotal]]*$E$1<1,1,ROUND(BaselineApplications[[#This Row],[Dev Subtotal]]*$E$1,0)))",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_H9,EstimateDetail,H9,Cycle Count - Non Directed Inventory Transfer,"SUM(BaselineApplications[[#This Row],[Dev Subtotal]:[Unit Testing]])",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_I9,EstimateDetail,I9,Cycle Count - Non Directed Inventory Transfer,"IF(AND((C9-1.5)<=0,D9>0),""  No Mod Mod Hours For BASELINE or No Config Apps"","" "")", ,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_A10,EstimateDetail,A10,Inv Transfer Label Option,,4,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_B10,EstimateDetail,B10,Inv Transfer Label Option,TRIM(Estimate!F17),Inv Transfer Label Option,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_C10,EstimateDetail,C10,Inv Transfer Label Option,"IF(Estimate!G17<>""NoConfig"",VLOOKUP(Estimate!G17,Data!$B$92:$C$95,2,FALSE),0)",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_E10,EstimateDetail,E10,Inv Transfer Label Option,"SUM(BaselineApplications[[#This Row],[Base Hours]:[Mod Hours]])",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_F10,EstimateDetail,F10,Inv Transfer Label Option,"IF(BaselineApplications[[#This Row],[Dev Subtotal]]*$E$1=0,0,IF(BaselineApplications[[#This Row],[Dev Subtotal]]*$E$1<1,1,ROUND(BaselineApplications[[#This Row],[Dev Subtotal]]*$E$1,0)))",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_H10,EstimateDetail,H10,Inv Transfer Label Option,"SUM(BaselineApplications[[#This Row],[Dev Subtotal]:[Unit Testing]])",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_I10,EstimateDetail,I10,Inv Transfer Label Option,"IF(AND((C10-1.5)<=0,D10>0),""  No Mod Mod Hours For BASELINE or No Config Apps"","" "")", ,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_A11,EstimateDetail,A11,Inventory Inquiry,,5,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_B11,EstimateDetail,B11,Inventory Inquiry,TRIM(Estimate!H17),Inventory Inquiry,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_C11,EstimateDetail,C11,Inventory Inquiry,"IF(Estimate!I17<>""NoConfig"",VLOOKUP(Estimate!I17,Data!$B$92:$C$95,2,FALSE),0)",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_E11,EstimateDetail,E11,Inventory Inquiry,"SUM(BaselineApplications[[#This Row],[Base Hours]:[Mod Hours]])",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_F11,EstimateDetail,F11,Inventory Inquiry,"IF(BaselineApplications[[#This Row],[Dev Subtotal]]*$E$1=0,0,IF(BaselineApplications[[#This Row],[Dev Subtotal]]*$E$1<1,1,ROUND(BaselineApplications[[#This Row],[Dev Subtotal]]*$E$1,0)))",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_H11,EstimateDetail,H11,Inventory Inquiry,"SUM(BaselineApplications[[#This Row],[Dev Subtotal]:[Unit Testing]])",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_I11,EstimateDetail,I11,Inventory Inquiry,, ,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_A12,EstimateDetail,A12,Invenotry Issue,,6,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_B12,EstimateDetail,B12,Invenotry Issue,TRIM(Estimate!J17),Invenotry Issue,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_C12,EstimateDetail,C12,Invenotry Issue,"IF(Estimate!K17<>""NoConfig"",VLOOKUP(Estimate!K17,Data!$B$92:$C$95,2,FALSE),0)",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_E12,EstimateDetail,E12,Invenotry Issue,"SUM(BaselineApplications[[#This Row],[Base Hours]:[Mod Hours]])",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_F12,EstimateDetail,F12,Invenotry Issue,"IF(BaselineApplications[[#This Row],[Dev Subtotal]]*$E$1=0,0,IF(BaselineApplications[[#This Row],[Dev Subtotal]]*$E$1<1,1,ROUND(BaselineApplications[[#This Row],[Dev Subtotal]]*$E$1,0)))",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_H12,EstimateDetail,H12,Invenotry Issue,"SUM(BaselineApplications[[#This Row],[Dev Subtotal]:[Unit Testing]])",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_I12,EstimateDetail,I12,Invenotry Issue,, ,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_A13,EstimateDetail,A13,Inventory Reclassification,,7,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_B13,EstimateDetail,B13,Inventory Reclassification,TRIM(Estimate!B18),Inventory Reclassification,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_C13,EstimateDetail,C13,Inventory Reclassification,"IF(Estimate!C18<>""NoConfig"",VLOOKUP(Estimate!C18,Data!$B$92:$C$95,2,FALSE),0)",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_E13,EstimateDetail,E13,Inventory Reclassification,"SUM(BaselineApplications[[#This Row],[Base Hours]:[Mod Hours]])",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_F13,EstimateDetail,F13,Inventory Reclassification,"IF(BaselineApplications[[#This Row],[Dev Subtotal]]*$E$1=0,0,IF(BaselineApplications[[#This Row],[Dev Subtotal]]*$E$1<1,1,ROUND(BaselineApplications[[#This Row],[Dev Subtotal]]*$E$1,0)))",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_H13,EstimateDetail,H13,Inventory Reclassification,"SUM(BaselineApplications[[#This Row],[Dev Subtotal]:[Unit Testing]])",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_I13,EstimateDetail,I13,Inventory Reclassification,, ,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_A14,EstimateDetail,A14,Inventory Adjustment Negative,,8,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_B14,EstimateDetail,B14,Inventory Adjustment Negative,TRIM(Estimate!D18),Inventory Adjustment Negative,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_C14,EstimateDetail,C14,Inventory Adjustment Negative,"IF(Estimate!E18<>""NoConfig"",VLOOKUP(Estimate!E18,Data!$B$92:$C$95,2,FALSE),0)",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_E14,EstimateDetail,E14,Inventory Adjustment Negative,"SUM(BaselineApplications[[#This Row],[Base Hours]:[Mod Hours]])",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_F14,EstimateDetail,F14,Inventory Adjustment Negative,"IF(BaselineApplications[[#This Row],[Dev Subtotal]]*$E$1=0,0,IF(BaselineApplications[[#This Row],[Dev Subtotal]]*$E$1<1,1,ROUND(BaselineApplications[[#This Row],[Dev Subtotal]]*$E$1,0)))",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_H14,EstimateDetail,H14,Inventory Adjustment Negative,"SUM(BaselineApplications[[#This Row],[Dev Subtotal]:[Unit Testing]])",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_I14,EstimateDetail,I14,Inventory Adjustment Negative,, ,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_A15,EstimateDetail,A15,inventory Adjustment Positive,,9,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_B15,EstimateDetail,B15,inventory Adjustment Positive,TRIM(Estimate!F18),inventory Adjustment Positive,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_C15,EstimateDetail,C15,inventory Adjustment Positive,"IF(Estimate!G18<>""NoConfig"",VLOOKUP(Estimate!G18,Data!$B$92:$C$95,2,FALSE),0)",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_E15,EstimateDetail,E15,inventory Adjustment Positive,"SUM(BaselineApplications[[#This Row],[Base Hours]:[Mod Hours]])",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_F15,EstimateDetail,F15,inventory Adjustment Positive,"IF(BaselineApplications[[#This Row],[Dev Subtotal]]*$E$1=0,0,IF(BaselineApplications[[#This Row],[Dev Subtotal]]*$E$1<1,1,ROUND(BaselineApplications[[#This Row],[Dev Subtotal]]*$E$1,0)))",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_H15,EstimateDetail,H15,inventory Adjustment Positive,"SUM(BaselineApplications[[#This Row],[Dev Subtotal]:[Unit Testing]])",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_I15,EstimateDetail,I15,inventory Adjustment Positive,, ,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_A16,EstimateDetail,A16,Lot Status Update,,10,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_B16,EstimateDetail,B16,Lot Status Update,TRIM(Estimate!H18),Lot Status Update,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_C16,EstimateDetail,C16,Lot Status Update,"IF(Estimate!I18<>""NoConfig"",VLOOKUP(Estimate!I18,Data!$B$92:$C$95,2,FALSE),0)",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_E16,EstimateDetail,E16,Lot Status Update,"SUM(BaselineApplications[[#This Row],[Base Hours]:[Mod Hours]])",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_F16,EstimateDetail,F16,Lot Status Update,"IF(BaselineApplications[[#This Row],[Dev Subtotal]]*$E$1=0,0,IF(BaselineApplications[[#This Row],[Dev Subtotal]]*$E$1<1,1,ROUND(BaselineApplications[[#This Row],[Dev Subtotal]]*$E$1,0)))",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_H16,EstimateDetail,H16,Lot Status Update,"SUM(BaselineApplications[[#This Row],[Dev Subtotal]:[Unit Testing]])",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_I16,EstimateDetail,I16,Lot Status Update,, ,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_A17,EstimateDetail,A17,Pack Confirmation,,11,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_B17,EstimateDetail,B17,Pack Confirmation,TRIM(Estimate!J18),Pack Confirmation,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_C17,EstimateDetail,C17,Pack Confirmation,"IF(Estimate!K18<>""NoConfig"",VLOOKUP(Estimate!K18,Data!$B$92:$C$95,2,FALSE),0)",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_E17,EstimateDetail,E17,Pack Confirmation,"SUM(BaselineApplications[[#This Row],[Base Hours]:[Mod Hours]])",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_F17,EstimateDetail,F17,Pack Confirmation,"IF(BaselineApplications[[#This Row],[Dev Subtotal]]*$E$1=0,0,IF(BaselineApplications[[#This Row],[Dev Subtotal]]*$E$1<1,1,ROUND(BaselineApplications[[#This Row],[Dev Subtotal]]*$E$1,0)))",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_H17,EstimateDetail,H17,Pack Confirmation,"SUM(BaselineApplications[[#This Row],[Dev Subtotal]:[Unit Testing]])",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_I17,EstimateDetail,I17,Pack Confirmation,, ,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_A18,EstimateDetail,A18,Pick Confirmation,,12,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_B18,EstimateDetail,B18,Pick Confirmation,TRIM(Estimate!B19),Pick Confirmation,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_C18,EstimateDetail,C18,Pick Confirmation,"IF(Estimate!C19<>""NoConfig"",VLOOKUP(Estimate!C19,Data!$B$92:$C$95,2,FALSE),0)",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_E18,EstimateDetail,E18,Pick Confirmation,"SUM(BaselineApplications[[#This Row],[Base Hours]:[Mod Hours]])",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_F18,EstimateDetail,F18,Pick Confirmation,"IF(BaselineApplications[[#This Row],[Dev Subtotal]]*$E$1=0,0,IF(BaselineApplications[[#This Row],[Dev Subtotal]]*$E$1<1,1,ROUND(BaselineApplications[[#This Row],[Dev Subtotal]]*$E$1,0)))",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_H18,EstimateDetail,H18,Pick Confirmation,"SUM(BaselineApplications[[#This Row],[Dev Subtotal]:[Unit Testing]])",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_I18,EstimateDetail,I18,Pick Confirmation,, ,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_A19,EstimateDetail,A19,P O Receipt Label Option,,13,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_B19,EstimateDetail,B19,P O Receipt Label Option,TRIM(Estimate!D19),P O Receipt Label Option,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_C19,EstimateDetail,C19,P O Receipt Label Option,"IF(Estimate!E19<>""NoConfig"",VLOOKUP(Estimate!E19,Data!$B$92:$C$95,2,FALSE),0)",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_E19,EstimateDetail,E19,P O Receipt Label Option,"SUM(BaselineApplications[[#This Row],[Base Hours]:[Mod Hours]])",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_F19,EstimateDetail,F19,P O Receipt Label Option,"IF(BaselineApplications[[#This Row],[Dev Subtotal]]*$E$1=0,0,IF(BaselineApplications[[#This Row],[Dev Subtotal]]*$E$1<1,1,ROUND(BaselineApplications[[#This Row],[Dev Subtotal]]*$E$1,0)))",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_H19,EstimateDetail,H19,P O Receipt Label Option,"SUM(BaselineApplications[[#This Row],[Dev Subtotal]:[Unit Testing]])",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_I19,EstimateDetail,I19,P O Receipt Label Option,, ,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_A20,EstimateDetail,A20,Receipt Routing,,14,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_B20,EstimateDetail,B20,Receipt Routing,TRIM(Estimate!F19),Receipt Routing,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_C20,EstimateDetail,C20,Receipt Routing,"IF(Estimate!G19<>""NoConfig"",VLOOKUP(Estimate!G19,Data!$B$92:$C$95,2,FALSE),0)",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_E20,EstimateDetail,E20,Receipt Routing,"SUM(BaselineApplications[[#This Row],[Base Hours]:[Mod Hours]])",0,CORE_ENGINE_OR_UI_MAPPED
WB_ESTIMATEDETAIL_F20,EstimateDetail,F20,Receipt Routing,"IF(BaselineApplications[[#This Row],[Dev Subtotal]]*$E$1=0,0,IF(BaselineApplications[[#This Row],[Dev Subtotal]]*$E$1<1,1,ROUND(BaselineApplications[[#This Row],[Dev Subtotal]]*$E$1,0)))",0,CORE_ENGINE_OR_UI_MAPPED
